0 1 0 0 0 14 0
1 1 40.285 -8.95824 0 14 0
2 1 38.7783 -3.68028 0 14 0
3 1 37.2716 1.59767 0 14 0
4 1 35.7649 6.87563 0 14 0
5 1 34.2582 12.1536 0 14 0
6 1 32.7515 17.4315 0 14 0
7 1 31.5825 21.5266 0 14 0
8 1 31.5825 21.5266 0 14 0
9 1 31.5825 21.5266 0 14 0
10 1 31.5621 21.5202 0 14 0
11 1 26.5075 19.93 0 14 0
12 1 21.4529 18.3397 0 14 0
13 1 16.3982 16.7494 0 14 0
14 1 11.3436 15.1591 0 14 0
15 1 6.28898 13.5688 0 14 0
16 1 1.23436 11.9785 0 14 0
17 1 -3.82026 10.3883 0 14 0
18 1 -8.87489 8.79797 0 14 0
19 1 -13.9295 7.20769 0 14 0
20 1 -18.9841 5.61741 0 14 0
21 1 -20.7371 5.0659 0 14 0
22 1 -20.7371 5.0659 0 14 0
23 1 -20.7371 5.0659 0 14 0
24 1 -20.7371 5.0659 0 14 0
25 1 -20.7371 5.0659 0 14 0
26 1 -17.4358 3.7952 0 14 0
27 1 -12.7245 1.98178 0 14 0
28 1 -8.01318 0.168361 0 14 0
29 1 -3.30189 -1.64506 0 14 0
30 1 1.40941 -3.45848 0 14 0
31 1 4.31404 -4.57649 0 14 0
32 1 4.31404 -4.57649 0 14 0
33 1 4.31404 -4.57649 0 14 0
34 1 4.31404 -4.57649 0 14 0
35 1 5.35579 -2.05475 0 14 0
36 1 6.8605 1.58765 0 14 0
37 1 8.36521 5.23004 0 14 0
38 1 9.86991 8.87244 0 14 0
39 1 11.3746 12.5148 0 14 0
40 1 12.8793 16.1572 0 14 0
41 1 14.384 19.7996 0 14 0
42 1 15.8887 23.442 0 14 0
43 1 17.3934 27.0844 0 14 0
44 1 18.8982 30.7268 0 14 0
45 1 20.4029 34.3692 0 14 0
46 1 21.9076 38.0116 0 14 0
47 1 23.4123 41.654 0 14 0
48 1 24.917 45.2964 0 14 0
49 1 25.2555 46.1159 0 14 0
50 1 25.2555 46.1159 0 14 0
51 1 25.2555 46.1159 0 14 0
52 1 25.2555 46.1159 0 14 0
53 1 23.7707 43.1407 0 14 0
54 1 22.1506 39.8946 0 14 0
55 1 20.5305 36.6484 0 14 0
56 1 18.9104 33.4022 0 14 0
57 1 17.2903 30.156 0 14 0
58 1 15.6702 26.9098 0 14 0
59 1 14.05 23.6636 0 14 0
60 1 12.4525 20.4627 0 14 0
61 1 12.4525 20.4627 0 14 0
62 1 12.4525 20.4627 0 14 0
63 1 13.579 24.8099 0 14 0
64 1 14.9927 30.2659 0 14 0
65 1 16.4065 35.7219 0 14 0
66 1 17.8203 41.1779 0 14 0
67 1 17.8381 41.2469 0 14 0
68 1 17.8381 41.2469 0 14 0
69 1 17.8381 41.2469 0 14 0
70 1 16.6724 41.5758 0 14 0
71 1 12.7274 42.6887 0 14 0
72 1 8.78234 43.8016 0 14 0
73 1 4.83731 44.9145 0 14 0
74 1 3.35606 45.3324 0 14 0
75 1 3.35606 45.3324 0 14 0
76 1 3.35606 45.3324 0 14 0
77 1 3.53986 44.9849 0 14 0
78 1 5.50318 41.2733 0 14 0
79 1 7.4665 37.5617 0 14 0
80 1 9.42983 33.85 0 14 0
81 1 11.3932 30.1384 0 14 0
82 1 13.3565 26.4268 0 14 0
83 1 15.3198 22.7151 0 14 0
84 1 17.2831 19.0035 0 14 0
85 1 19.2464 15.2919 0 14 0
86 1 21.2098 11.5803 0 14 0
87 1 23.1731 7.86863 0 14 0
88 1 25.1364 4.157 0 14 0
89 1 27.0997 0.445366 0 14 0
90 1 29.0631 -3.26626 0 14 0
91 1 31.0264 -6.9779 0 14 0
